Date,Open,High,Low,Close,% Change,% Change vs Average,Volume
2025-06-23T15:28:00.000Z,"5,990.64","5,991.24","5,990.37","5,991.06",0.0087,0.0083,53
2025-06-23T15:29:00.000Z,"5,990.94","5,990.94","5,988.04","5,988.04",-0.0504,-0.0508,70
2025-06-23T15:30:00.000Z,"5,988.15","5,990.53","5,985.57","5,990.53",0.0416,0.0412,69
2025-06-23T15:31:00.000Z,"5,990.49","5,990.91","5,989.51","5,989.94",-0.0098,-0.0103,52
2025-06-23T15:32:00.000Z,"5,989.79","5,990.12","5,988.52","5,990.12",0.003,0.0026,50
2025-06-23T15:33:00.000Z,"5,990.06","5,990.06","5,987.36","5,987.54",-0.0431,-0.0435,61
2025-06-23T15:34:00.000Z,"5,987.31","5,989.28","5,987.01","5,989.27",0.0289,0.0285,52
2025-06-23T15:35:00.000Z,"5,989.30","5,989.40","5,986.36","5,987.70",-0.0262,-0.0266,63
2025-06-23T15:36:00.000Z,"5,987.81","5,988.02","5,986.75","5,987.70",,-0.0004,44
2025-06-23T15:37:00.000Z,"5,987.74","5,988.97","5,987.23","5,988.91",0.0202,0.0198,50
2025-06-23T15:38:00.000Z,"5,988.78","5,990.08","5,988.70","5,990.06",0.0192,0.0188,48
2025-06-23T15:39:00.000Z,"5,990.09","5,990.10","5,987.38","5,987.38",-0.0447,-0.0451,44
2025-06-23T15:40:00.000Z,"5,987.28","5,987.57","5,985.87","5,986.95",-0.0072,-0.0076,56
2025-06-23T15:41:00.000Z,"5,986.86","5,986.86","5,982.69","5,982.74",-0.0703,-0.0707,59
2025-06-23T15:42:00.000Z,"5,982.44","5,984.11","5,982.20","5,984.11",0.0229,0.0225,63
2025-06-23T15:43:00.000Z,"5,984.02","5,985.85","5,984.02","5,985.07",0.016,0.0156,58
2025-06-23T15:44:00.000Z,"5,985.05","5,985.05","5,984.08","5,984.46",-0.0102,-0.0106,54
2025-06-23T15:45:00.000Z,"5,984.32","5,984.41","5,982.88","5,983.26",-0.0201,-0.0205,44
2025-06-23T15:46:00.000Z,"5,983.53","5,984.27","5,983.20","5,984.27",0.0169,0.0165,39
2025-06-23T15:47:00.000Z,"5,984.25","5,984.25","5,983.02","5,983.59",-0.0114,-0.0118,47
2025-06-23T15:48:00.000Z,"5,983.50","5,985.41","5,983.41","5,984.34",0.0125,0.0121,53
